tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
NST000ETT17000087,Maintenance Contract for the Non-Comprehensive Specialized Facilities Management for Nineteen (19) Months,"Agency for Science, Technology and Research",28/7/2017,Awarded to Suppliers,Pro-Matrix Pte Ltd,340680
NST000ETT17000088,The items to be purchased shall comprise the following components: a. Automated programmable Josephson voltage standard system d. Training e. Warranty,"Agency for Science, Technology and Research",3/11/2017,Awarded to Suppliers,ST ENGINEERING ELECTRONICS LTD.,501880
NST000ETT17000089,TENDER FOR PROVISION OF EVENT MANAGEMENT SERVICES FOR FUTURE OF MANUFACTURING SINGAPORE SUMMIT 2017 AND IIOT WORLD TOUR 2017,"Agency for Science, Technology and Research",8/8/2017,Awarded to Suppliers,Spark Planners Pte Ltd,118140
NST000ETT17000093,Supply and Delivery of Reticles for a one year period with an option to extend for another year,"Agency for Science, Technology and Research",3/11/2017,Awarded to Suppliers,HOYA MASK SINGAPORE,195045.58
NST000ETT17000093,Supply and Delivery of Reticles for a one year period with an option to extend for another year,"Agency for Science, Technology and Research",3/11/2017,Awarded to Suppliers,Mitsui & Co. (Asia Pacific) Pte. Ltd.,1460657.66
NST000ETT17000094,DESIGN AND INSTALLATION OF NEW PIPING SYSTEM WITH SUPPORTS AND MAINTENANCE FOR THE ANIMAL WATERING SYSTEM,"Agency for Science, Technology and Research",7/8/2017,Awarded to Suppliers,Marketech Integrated Pte Ltd,155712
NST000ETT17000095,"To supply, deliver and commission 12 units of 1U storage server system.","Agency for Science, Technology and Research",10/8/2017,Awarded to Suppliers,TAKNET SYSTEMS PTE LTD,119400
NST000ETT17000096,The items to be purchased shall comprise the following components: a. Optical head b. Powder feeding unit c. Integration of a laser aided additive manufacturing system d. Delivery e. Training,"Agency for Science, Technology and Research",11/8/2017,Awarded to Suppliers,RESEM TECHNOLOGIES PTE LTD,97800
NST000ETT17000097,Project Consultancy Services and Project Management for New Office And Laboratory Setup for Skin Research Institute of Singapore (SRIS) at Novena Campus,"Agency for Science, Technology and Research",11/10/2017,Awarded to Suppliers,CPG CONSULTANTS PTE LTD,400000
NST000ETT17000098,Appointment of Grant Certification Auditors for A*STAR Group for a period of 3 years with option of yearly renewal for 2 more years.,"Agency for Science, Technology and Research",26/9/2017,Awarded to Suppliers,FOO KON TAN LLP,416000
NST000ETT17000099,"Supply, Delivery, Installation, Testing and Commissioning of Whole Cell Patch-Clamp System at Singapore Bioimaging Consortium (SBIC)","Agency for Science, Technology and Research",7/11/2017,Awarded to Suppliers,BRONJO MEDI,274807.8
NST000ETT17000100,"Appointment of an insurance broker for A*STAR for 3 years, with option to renew for another 1 year.","Agency for Science, Technology and Research",19/10/2017,Awarded to Suppliers,Jardine Lloyd Thompson Private Limited,1
NST000ETT17000101,"SUPPLY, DELIVERY, INSTALLATION, TESTING AND COMMISSIONING OF ONE UNIT OF BENCHTOP FLUORESCENCE-ACTIVATED CELL SORTER","Agency for Science, Technology and Research",10/10/2017,Awarded to Suppliers,ZUELLIG PHARMA PTE. LTD.,323500
NST000ETT17000102,"SUPPLY & DELIVERY OF GAS EQUIPMENT AND/OR DESIGN & BUILD, SUPPLY, TESTING, CERTIFICATION AND COMMISSIONING OF BULK OXYGEN (O2) SYSTEM","Agency for Science, Technology and Research",22/11/2017,Awarded to Suppliers,KELINGTON ENGINEERING (S) PTE. LTD.,6497533.47
NST000ETT17000102,"SUPPLY & DELIVERY OF GAS EQUIPMENT AND/OR DESIGN & BUILD, SUPPLY, TESTING, CERTIFICATION AND COMMISSIONING OF BULK OXYGEN (O2) SYSTEM","Agency for Science, Technology and Research",22/11/2017,Awarded to Suppliers,LEEDEN NATIONAL OXYGEN LTD.,1364870
NST000ETT17000104,"SUPPLY, DELIVERY, INSTALLATION, TESTING AND COMMISSIONING OF ONE UNIT OF LIQUID CHROMATOGRAPHY-TANDEM MASS SPECTROMETRY (LC-MS/MS) SYSTEM","Agency for Science, Technology and Research",13/10/2017,Awarded to Suppliers,WATERS PACIFIC PTE. LTD.,270000
NST000ETT17000106,"Supply, Delivery, Installation and Commissioning 1 unit Phosphorimaging Screen Scanner including Workstation and Software(s) to the Stem Cell & Developmental Biology 7 group in the Genome Institute of Singapore","Agency for Science, Technology and Research",4/10/2017,Awarded to Suppliers,SciMed (Asia) Pte Ltd,79800
NST000ETT17000107,"Supply, Delivery, Installation, Commissioning and training of Spark plasma sintering (SPS) System","Agency for Science, Technology and Research",15/12/2017,Awarded to Suppliers,S & L INNOVATIONS AND TECHNOLOGY PTE. LTD.,218500
NST000ETT17000108,Provision of Maintenance Services for A*CRC Network Equipment in Fusionopolis and Biopolis for a Period of One (1) Year with Option to Renew for a Second Year and Third Year,"Agency for Science, Technology and Research",30/8/2017,Awarded to Suppliers,FUJITSU ASIA PTE LTD,404218
NST000ETT17000109,"Supply, Delivery, Installation, Training and Commissioning of Collaborative and Gesture Control Interactive Display System","Agency for Science, Technology and Research",5/10/2017,Awarded to Suppliers,VEGA PROJECT PTE. LTD.,429176.9
NST000ETT17000110,Upgrade of WITec PSTM (Photon Scacnning Tunneling Microscope) system to perform Near-Infrared (NIR) Spectroscopy with temperature control chamber,"Agency for Science, Technology and Research",6/11/2017,Awarded to Suppliers,WITEC PTE. LTD.,126724
NST000ETT17000111,"Supply and Provision of RNA Sequencing Services for 500 Human RNA Samples to Singapore Institute for Clinical Sciences at Brenner Centre for Molecular Medicine, 30 Medical Drive, Singapore 117609","Agency for Science, Technology and Research",19/9/2017,Awarded to Suppliers,"BGI TECH SOLUTIONS (HONGKONG) CO., LIMITED",642670.7
NST000ETT17000112,"It includes: a. The main UV/Vis/NIR spectrophotometer with two Light Sources (Deuterium and Tungsten Halogen) and three detectors (PMT, InGaAs and Pbs). b. Common Beam Depolarizer c. Common Beam Mask d. Sampler and Reference Beam Attenuators e. Polarizer Drive and Polarizer Crystal f. Absolute angular transmittance and reflectance accessory with Si/Pbs detector and Si/InGaAs sphere detector g. 150 mm diameter integrating sphere for specular and diffuse transmittance and reflectance measurement","Agency for Science, Technology and Research",1/12/2017,Awarded to Suppliers,PerkinElmer Singapore Pte Ltd,178800
NST000ETT17000113,DEPLOYMENT OF ENDPOINT PATCH MANAGEMENT SOLUTION AND PROVISION OF ONSITE PERSONNEL FOR MANAGING OF ENDPOINTS PATCHING,"Agency for Science, Technology and Research",11/9/2017,Awarded to Suppliers,NEC ASIA PACIFIC PTE. LTD.,401990
NST000ETT17000114,Supply and Delivery of One unit NVIDIA DGX-1 Deep Learning Supercomputer with 'Volta' or 'Pascal' Accelerators with a Volta upgrade when released; with 1 year or 3 years software support,"Agency for Science, Technology and Research",11/10/2017,Awarded to Suppliers,JARDINE ONESOLUTION (2001) PTE LTD,220775
NST000ETT17000115,"Supply, Delivery, Installation, Testing and Commissioning of Two Inverted Confocal Microscopes with Laser Scanning Optics","Agency for Science, Technology and Research",23/10/2017,Awarded to Suppliers,CARL ZEISS PTE. LTD.,790000
NST000ETT17000116,HARDWARE AND SOFTWARE MAINTENANCE SUPPORT FOR FUSIONOPOLIS 2 NETWORK INFRASTRUCTURE,"Agency for Science, Technology and Research",12/10/2017,Awarded to Suppliers,FUJITSU ASIA PTE LTD,166214
NST000ETT17000117,SUPPLY AND DELIVERY OF FOUR (4) UNITS OF HIGH PERFORMANCE WORKSTATIONS,"Agency for Science, Technology and Research",6/11/2017,Awarded to Suppliers,HP PPS SINGAPORE (SALES) PTE. LTD.,86000
NST000ETT17000118,"SUPPLY, DELIVERY, INSTALLATION, TESTING AND COMMISSIONING OF ONE (1) UNIT OF ULTRA HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-MASS SPECTROMETER (UHPLC/MS)","Agency for Science, Technology and Research",22/9/2017,Awarded to Suppliers,Shimadzu (Asia Pacific) Pte Ltd,130000
NST000ETT17000119,TENDER FOR THE PROVISION OF 2 CHAUFFEURS FOR A*STAR CORPORATE VEHICLES FOR ONE (1) YEAR PERIOD WITH THE OPTION TO RENEW FOR ANOTHER ONE (1) YEAR,"Agency for Science, Technology and Research",19/9/2017,Awarded to Suppliers,C & P RENT-A-CAR (PTE.) LTD.,88800
NST000ETT17000120,"Each phase of the 3-Phase Electrical Power and Energy Standard shall remain independent and completely electrically isolated, though they are synchronized with and under the control of the master unit. Each phase, having separate and synchronized voltage ad current sources, shall meet all the following requirements. The system shall come with a timing unit as well which receives Coordinated Universal Time (UTC) for time synchronization in remote calibrations and tests","Agency for Science, Technology and Research",30/10/2017,Awarded to Suppliers,UNITEST INSTRUMENTS PTE. LTD.,326000
NST000ETT17000121,"1.To supply, deliver, install and commission one (1) unit of an automated imaging system for high-content screening (HCS). 2.To supply, deliver and install one (1) unit of software for the analysis of HCS image data that must be compatible with the HCS system.","Agency for Science, Technology and Research",27/11/2017,Awarded to Suppliers,PerkinElmer Singapore Pte Ltd,420000
NST000ETT17000122,"Supply, Delivery and Commissioning of one (1) set of programmable power conversion system","Agency for Science, Technology and Research",13/11/2017,Awarded to No Suppliers,Unknown,0
NST000ETT17000123,"SUPPLY AND DELIVERY OF CELL CULTURE MEDIA, BACTERIOLOGICAL MEDIA, BUFFERS, SUPPLEMENTS AND REAGENTS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS ON AN ANNUAL BASIS","Agency for Science, Technology and Research",19/12/2017,Awarded to Suppliers,AXIL SCIENTIFIC PTE. LTD.,94403.67
NST000ETT17000123,"SUPPLY AND DELIVERY OF CELL CULTURE MEDIA, BACTERIOLOGICAL MEDIA, BUFFERS, SUPPLEMENTS AND REAGENTS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS ON AN ANNUAL BASIS","Agency for Science, Technology and Research",19/12/2017,Awarded to Suppliers,BIO BASIC ASIA PACIFIC PTE. LTD.,12703.42
NST000ETT17000123,"SUPPLY AND DELIVERY OF CELL CULTURE MEDIA, BACTERIOLOGICAL MEDIA, BUFFERS, SUPPLEMENTS AND REAGENTS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS ON AN ANNUAL BASIS","Agency for Science, Technology and Research",19/12/2017,Awarded to Suppliers,BIO-REV PTE. LTD.,16217.83
NST000ETT17000123,"SUPPLY AND DELIVERY OF CELL CULTURE MEDIA, BACTERIOLOGICAL MEDIA, BUFFERS, SUPPLEMENTS AND REAGENTS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS ON AN ANNUAL BASIS","Agency for Science, Technology and Research",19/12/2017,Awarded to Suppliers,BIOCON SOLUTIONS PTE. LTD.,47495.84
NST000ETT17000123,"SUPPLY AND DELIVERY OF CELL CULTURE MEDIA, BACTERIOLOGICAL MEDIA, BUFFERS, SUPPLEMENTS AND REAGENTS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS ON AN ANNUAL BASIS","Agency for Science, Technology and Research",19/12/2017,Awarded to Suppliers,FLEISCHHACKER LLP,7350.56
NST000ETT17000123,"SUPPLY AND DELIVERY OF CELL CULTURE MEDIA, BACTERIOLOGICAL MEDIA, BUFFERS, SUPPLEMENTS AND REAGENTS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS ON AN ANNUAL BASIS","Agency for Science, Technology and Research",19/12/2017,Awarded to Suppliers,LIFE TECHNOLOGIES HOLDINGS PTE. LTD.,177408.04
NST000ETT17000123,"SUPPLY AND DELIVERY OF CELL CULTURE MEDIA, BACTERIOLOGICAL MEDIA, BUFFERS, SUPPLEMENTS AND REAGENTS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS ON AN ANNUAL BASIS","Agency for Science, Technology and Research",19/12/2017,Awarded to Suppliers,Research Instruments Pte Ltd,48136.15
NST000ETT17000123,"SUPPLY AND DELIVERY OF CELL CULTURE MEDIA, BACTERIOLOGICAL MEDIA, BUFFERS, SUPPLEMENTS AND REAGENTS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS ON AN ANNUAL BASIS","Agency for Science, Technology and Research",19/12/2017,Awarded to Suppliers,SPD SCIENTIFIC PTE LTD,44323.78
NST000ETT17000123,"SUPPLY AND DELIVERY OF CELL CULTURE MEDIA, BACTERIOLOGICAL MEDIA, BUFFERS, SUPPLEMENTS AND REAGENTS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS ON AN ANNUAL BASIS","Agency for Science, Technology and Research",19/12/2017,Awarded to Suppliers,Sigma-Aldrich Pte Ltd,16680.44
NST000ETT17000123,"SUPPLY AND DELIVERY OF CELL CULTURE MEDIA, BACTERIOLOGICAL MEDIA, BUFFERS, SUPPLEMENTS AND REAGENTS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS ON AN ANNUAL BASIS","Agency for Science, Technology and Research",19/12/2017,Awarded to Suppliers,VWR SINGAPORE PTE. LTD.,15837.53
NST000ETT17000124,"Supply, Delivery, Installation, Commissioning and training of one (1) unit of Customized CVD reactor for TMDC growth","Agency for Science, Technology and Research",15/12/2017,Awarded to Suppliers,PLANARTECH UK LIMITED,186550
NST000ETT17000125,A standard light source that provides a light exit port with uniform luminance output. It will be used to provide measurement and calibration services for luminance meters and cameras. It comprise the following components: a. an integrating sphere with a diameter of 20 inch (500 mm) b. Quartz Tungsten Halogen (QTH) lamps to supply light c. power supply for the lamps d. variable attenuator to adjust the light output e. monitor detector f. control software,"Agency for Science, Technology and Research",8/9/2017,Awarded to No Suppliers,Unknown,0
NST000ETT17000126,"PROVISION OF REINSTATEMENT WORKS FOR BIOPOLIS (MATRIX AND CENTROS BUILDING, BASEMENT 2)","Agency for Science, Technology and Research",5/10/2017,Awarded to Suppliers,MACTECH ENGINEERING & TRADING PTE. LIMITED,688040
NST000ETT17000127,Supply and Delivery of 300mm virgin p-type bare silicon test grade wafers for a one year period with an option to extend for another year,"Agency for Science, Technology and Research",20/6/2018,Awarded to Suppliers,"Silicon Valley Microelectronics, Inc.",718089.6
NST000ETT17000128,TENDER FOR THE PROVISION OF HUMAN RESOURCE INTERNAL AUDIT SERVICES,"Agency for Science, Technology and Research",16/10/2017,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,145000
NST000ETT17000129,"Provision of venue, exhibition space and food & beverage package for Supercomputing Asia 2018 (SCA18)","Agency for Science, Technology and Research",6/10/2017,Awarded to Suppliers,RESORTS WORLD AT SENTOSA PTE. LTD.,251790
NST000ETT17000130,COMPREHENSIVE MAINTENANCE OF COMPRESSED DRY AIR (CDA) SYSTEMS (INGERSOLL-RAND) AT FUSIONOPOLIS TWO FROM 1ST NOV 2017 TO 31ST MAR 2019 WITH AN OPTION FOR A FURTHER TERM OF A MAXIMUM OF TWELVE (12) MONTHS,"Agency for Science, Technology and Research",10/11/2017,Awarded to Suppliers,INGERSOLL-RAND SOUTH EAST ASIA (PRIVATE) LIMITED,558000
NST000ETT17000131,"PROVISION OF MANAGED PERIMETER INFRASTRUCTURE AND MANAGED SECURITY SERVICES TO MONITOR, DETECT, CONTAIN AND RESPOND TO CYBER SECURITY THREATS","Agency for Science, Technology and Research",8/12/2017,Awarded to Suppliers,NTT SINGAPORE PTE. LTD.,1921828.53
NST000ETT17000133,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION, TESTING AND COMMISSIONING OF ONE (1) UNIT OF NON-MICRO FLUIDIC PROTEIN ANALYSER WITH AUTOMATED MASS SCREENING CAPABILITY","Agency for Science, Technology and Research",26/9/2017,Awarded to Suppliers,PALL FILTRATION PTE LTD,229000
NST000ETT17000134,TENDER FOR THE PROVISION OF E-INVOICE SYSTEM APPLICATION MAINTENANCE AND SUPPORT FOR ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER ONE (1) YEAR,"Agency for Science, Technology and Research",3/11/2017,Awarded to Suppliers,VVOLVE MANAGEMENT CONSULTANTS PTE. LTD.,224000
NST000ETT17000137,"Supply, Delivery, Installation & Commissioning of 1 unit of High throughput single cell transcriptomics system with real time imaging to the CTSO5 group in the GIS","Agency for Science, Technology and Research",3/11/2017,Awarded to Suppliers,ASEPTEC PTE. LTD.,178118.2
NST000ETT17000138,TENDER FOR THE APPOINTMENT OF A DIGITAL MEDIA AGENCY FOR ONE YEAR,"Agency for Science, Technology and Research",11/2/2018,Awarded to No Suppliers,Unknown,0
NST000ETT17000140,"SUPPLY, DELIVERY, INSTALLATION, COMMISSIONING AND TRAINING OF ONE UNIT OF GEL PERMEATION CHROMATOGRAPHY (GPC)FOR MOLECULAR WEIGHT ANALYSIS OF POLYMERIC MATERIALS IN AQUEOUS PHASE AND/OR ONE UNIT OF GEL PERMEATION CHROMATOGRAPHY (GPC) FOR MOLECULAR WEIGHT ANALYSIS OF POLYMERIC MATERIALS IN ORGANIC MOBILE PHASE","Agency for Science, Technology and Research",20/12/2017,Awarded to Suppliers,WATERS PACIFIC PTE. LTD.,166960
NST000ETT17000141,"SUPPLY, INSTALLATION AND COMMISSIONING OF TWO CRYOGEN-FREE DILUTION REFRIGERATORS WITH SUPERCONDUCTING MAGNETS FOR QUANTUM BIT EXPERIMENTS","Agency for Science, Technology and Research",20/12/2017,Awarded to Suppliers,BLUEFORS CRYOGENICS OY,2282606.74
